utc_time,pressure_dbar,temperature_c,conductivity_sm,turbidity_ftu,oxygen_raw_v,orp
2025-04-11T18:51:44Z,10.519,21.1878,4.934140,0.613,2.5986,127.60684
2025-04-11T18:51:45Z,11.130,21.1878,4.934090,0.616,2.5974,127.59463
2025-04-11T18:51:46Z,11.813,21.1875,4.934110,0.614,2.5966,127.59463
2025-04-11T18:51:47Z,12.339,21.1873,4.934120,0.616,2.5964,127.59463
2025-04-11T18:51:48Z,12.877,21.1873,4.934135,0.615,2.5960,127.59463
2025-04-11T18:51:49Z,13.385,21.1873,4.934164,0.616,2.5963,127.59463
2025-04-11T18:51:50Z,13.951,21.1872,4.934169,0.618,2.5960,127.59463
2025-04-11T18:51:51Z,14.398,21.1871,4.934198,0.618,2.5960,127.58446
2025-04-11T18:51:52Z,14.813,21.1877,4.934237,0.668,2.5963,127.59463
2025-04-11T18:51:53Z,15.195,21.1877,4.934282,0.621,2.5963,127.59463
2025-04-11T18:51:54Z,15.547,21.1873,4.934227,0.616,2.5963,127.59463
2025-04-11T18:51:55Z,15.936,21.1873,4.934285,0.619,2.5962,127.59463
2025-04-11T18:51:56Z,16.271,21.1873,4.934284,0.623,2.5959,127.59463
2025-04-11T18:51:57Z,16.603,21.1873,4.934314,0.622,2.5959,127.59463
2025-04-11T18:51:58Z,16.915,21.1875,4.934326,0.620,2.5955,127.59463
2025-04-11T18:51:59Z,17.165,21.1870,4.934306,0.623,2.5956,127.59463
2025-04-11T18:52:00Z,17.434,21.1870,4.934324,0.623,2.5957,127.59463
2025-04-11T18:52:01Z,17.685,21.1870,4.934324,0.623,2.5963,127.60481
2025-04-11T18:52:02Z,17.778,21.1868,4.934303,0.623,2.5963,127.59463
2025-04-11T18:52:03Z,17.941,21.1872,4.934334,0.622,2.5963,127.59463
2025-04-11T18:52:04Z,18.063,21.1873,4.934358,0.622,2.5968,127.59463
2025-04-11T18:52:05Z,18.160,21.1873,4.934345,0.622,2.5963,127.59463
2025-04-11T18:52:06Z,18.229,21.1872,4.934362,0.621,2.5963,127.59463
2025-04-11T18:52:07Z,18.229,21.1873,4.934345,0.622,2.5964,127.59463
2025-04-11T18:52:08Z,18.301,21.1874,4.934374,0.622,2.5965,127.59463
2025-04-11T18:52:09Z,18.308,21.1873,4.934388,0.636,2.5959,127.59463
2025-04-11T18:52:10Z,18.358,21.1874,4.934378,0.628,2.5957,127.59463
2025-04-11T18:52:11Z,18.308,21.1869,4.934322,0.627,2.5953,127.59463
2025-04-11T18:52:12Z,18.244,21.1871,4.934331,0.625,2.5957,127.59463
2025-04-11T18:52:13Z,18.230,21.1871,4.934328,0.622,2.5960,127.59463
2025-04-11T18:52:14Z,18.213,21.1869,4.934330,0.622,2.5960,127.59463
2025-04-11T18:52:15Z,18.238,21.1871,4.934352,0.625,2.5957,127.59463
2025-04-11T18:52:16Z,18.248,21.1871,4.934353,0.624,2.5952,127.59463
2025-04-11T18:52:17Z,18.196,21.1870,4.934343,0.622,2.5951,127.59463
2025-04-11T18:52:18Z,18.121,21.1875,4.934363,0.633,2.5945,127.59463
2025-04-11T18:52:19Z,18.088,21.1872,4.934351,0.623,2.5952,127.59463
2025-04-11T18:52:20Z,18.060,21.1870,4.934334,0.628,2.5956,127.59463
2025-04-11T18:52:21Z,18.059,21.1870,4.934345,0.624,2.5960,127.59463
2025-04-11T18:52:22Z,18.096,21.1871,4.934346,0.633,2.5963,127.59463
2025-04-11T18:52:23Z,17.986,21.1873,4.934336,0.622,2.5961,127.59463
2025-04-11T18:52:24Z,17.949,21.1868,4.934305,0.624,2.5963,127.59463
2025-04-11T18:52:25Z,17.909,21.1865,4.934270,0.626,2.5967,127.59463
2025-04-11T18:52:26Z,17.894,21.1865,4.934251,0.625,2.5961,127.59463
2025-04-11T18:52:27Z,17.878,21.1864,4.934259,0.625,2.5958,127.59463
2025-04-11T18:52:28Z,17.858,21.1864,4.934262,0.623,2.5949,127.59463
2025-04-11T18:52:29Z,17.994,21.1873,4.934355,0.622,2.5948,127.52341
2025-04-11T18:52:30Z,18.193,21.1871,4.934366,0.622,2.5954,127.57428
2025-04-11T18:52:31Z,18.472,21.1870,4.934358,0.626,2.5954,127.52341
2025-04-11T18:52:32Z,18.816,21.1881,4.934505,0.625,2.5954,127.51323
2025-04-11T18:52:33Z,19.168,21.1880,4.934501,0.630,2.5957,127.49288
2025-04-11T18:52:34Z,19.587,21.1881,4.934544,0.626,2.5957,127.49288
2025-04-11T18:52:35Z,20.004,21.1882,4.934565,0.625,2.5959,127.46236
2025-04-11T18:52:36Z,20.448,21.1883,4.934589,0.629,2.5957,127.48271
2025-04-11T18:52:37Z,20.955,21.1883,4.934623,0.631,2.5952,127.47253
2025-04-11T18:52:38Z,21.465,21.1881,4.934615,0.630,2.5948,127.44200
2025-04-11T18:52:39Z,21.924,21.1880,4.934636,0.628,2.5945,127.48271
2025-04-11T18:52:40Z,22.433,21.1879,4.934666,0.626,2.5940,127.45218
2025-04-11T18:52:41Z,22.948,21.1879,4.934661,0.630,2.5937,127.50306
2025-04-11T18:52:42Z,23.369,21.1881,4.934702,0.629,2.5936,127.48270
2025-04-11T18:52:43Z,23.826,21.1881,4.934723,0.630,2.5929,127.53358
2025-04-11T18:52:44Z,24.362,21.1881,4.934732,0.630,2.5923,127.50306
2025-04-11T18:52:45Z,24.810,21.1882,4.934772,0.632,2.5925,127.51323
2025-04-11T18:52:46Z,25.236,21.1881,4.934790,0.632,2.5933,127.50306
2025-04-11T18:52:47Z,25.712,21.1882,4.934798,0.630,2.5935,127.54376
2025-04-11T18:52:48Z,26.075,21.1882,4.934809,0.636,2.5940,127.48271
2025-04-11T18:52:49Z,26.554,21.1883,4.934859,0.639,2.5941,127.49288
2025-04-11T18:52:50Z,26.953,21.1886,4.934909,0.632,2.5943,127.52341
2025-04-11T18:52:51Z,27.383,21.1882,4.934897,0.632,2.5941,127.47253
2025-04-11T18:52:52Z,27.804,21.1882,4.934916,0.633,2.5943,127.54376
2025-04-11T18:52:53Z,28.199,21.1880,4.934912,0.633,2.5945,127.47253
2025-04-11T18:52:54Z,28.562,21.1887,4.934985,0.629,2.5939,127.50306
2025-04-11T18:52:55Z,29.011,21.1890,4.935055,0.631,2.5926,127.50306
2025-04-11T18:52:56Z,29.367,21.1885,4.934998,0.631,2.5920,127.46236
2025-04-11T18:52:57Z,29.730,21.1882,4.934985,0.639,2.5914,127.55393
2025-04-11T18:52:58Z,30.143,21.1883,4.935009,0.634,2.5913,127.45218
2025-04-11T18:52:59Z,30.478,21.1884,4.935033,0.636,2.5909,127.45218
2025-04-11T18:53:00Z,30.886,21.1884,4.935066,0.636,2.5905,127.42165
2025-04-11T18:53:01Z,31.169,21.1885,4.935081,0.636,2.5910,127.42165
2025-04-11T18:53:02Z,31.578,21.1886,4.935099,0.636,2.5910,127.47253
2025-04-11T18:53:03Z,31.861,21.1886,4.935125,0.635,2.5911,127.43183
2025-04-11T18:53:04Z,32.160,21.1888,4.935156,0.638,2.5900,127.37078
2025-04-11T18:53:05Z,32.529,21.1891,4.935211,0.637,2.5900,127.36060
2025-04-11T18:53:06Z,32.801,21.1891,4.935223,0.634,2.5898,127.39113
2025-04-11T18:53:07Z,33.124,21.1893,4.935243,0.634,2.5896,127.35043
2025-04-11T18:53:08Z,33.424,21.1893,4.935279,0.636,2.5894,127.35043
2025-04-11T18:53:09Z,33.743,21.1890,4.935240,0.637,2.5894,127.35043
2025-04-11T18:53:10Z,34.069,21.1890,4.935266,0.637,2.5899,127.35043
2025-04-11T18:53:11Z,34.399,21.1891,4.935300,0.635,2.5901,127.35043
2025-04-11T18:53:12Z,34.689,21.1896,4.935353,0.636,2.5906,127.35043
2025-04-11T18:53:13Z,35.005,21.1898,4.935389,0.638,2.5905,127.33008
2025-04-11T18:53:14Z,35.352,21.1899,4.935413,0.643,2.5912,127.35043
2025-04-11T18:53:15Z,35.680,21.1901,4.935434,0.638,2.5912,127.34025
2025-04-11T18:53:16Z,36.027,21.1902,4.935450,0.637,2.5911,127.35043
2025-04-11T18:53:17Z,36.366,21.1903,4.935496,0.638,2.5905,127.34025
2025-04-11T18:53:18Z,36.711,21.1906,4.935535,0.638,2.5905,127.34025
2025-04-11T18:53:19Z,37.062,21.1908,4.935573,0.638,2.5901,127.34025
2025-04-11T18:53:20Z,37.396,21.1908,4.935601,0.640,2.5896,127.33008
2025-04-11T18:53:21Z,37.738,21.1909,4.935622,0.638,2.5893,127.31990
2025-04-11T18:53:22Z,38.127,21.1909,4.935644,0.640,2.5898,127.30973
2025-04-11T18:53:23Z,38.436,21.1910,4.935666,0.639,2.5897,127.34025
2025-04-11T18:53:24Z,38.853,21.1911,4.935677,0.638,2.5898,127.33008
2025-04-11T18:53:25Z,39.155,21.1911,4.935714,0.641,2.5895,127.35043
2025-04-11T18:53:26Z,39.571,21.1910,4.935714,0.660,2.5894,127.33008
2025-04-11T18:53:27Z,39.914,21.1907,4.935705,0.644,2.5889,127.33008
2025-04-11T18:53:28Z,40.252,21.1907,4.935731,0.638,2.5886,127.34025
2025-04-11T18:53:29Z,40.523,21.1908,4.935744,0.640,2.5881,127.28938
2025-04-11T18:53:30Z,40.798,21.1909,4.935752,0.641,2.5876,127.28938
2025-04-11T18:53:31Z,41.119,21.1910,4.935785,0.641,2.5877,127.22833
2025-04-11T18:53:32Z,41.399,21.1910,4.935798,0.640,2.5874,127.25885
2025-04-11T18:53:33Z,41.678,21.1912,4.935834,0.640,2.5873,127.21815
2025-04-11T18:53:34Z,41.895,21.1915,4.935898,0.642,2.5877,127.14693
2025-04-11T18:53:35Z,42.108,21.1916,4.935914,0.647,2.5878,127.15711
2025-04-11T18:53:36Z,42.318,21.1916,4.935913,0.649,2.5874,127.16728
2025-04-11T18:53:37Z,42.658,21.1916,4.935942,0.640,2.5871,127.11640
2025-04-11T18:53:38Z,42.792,21.1918,4.935962,0.640,2.5870,127.11640
2025-04-11T18:53:39Z,43.071,21.1919,4.935998,0.648,2.5872,127.10623
2025-04-11T18:53:40Z,43.221,21.1920,4.936003,0.639,2.5873,127.10623
2025-04-11T18:53:41Z,43.474,21.1920,4.936021,0.643,2.5873,127.10623
2025-04-11T18:53:42Z,43.760,21.1919,4.936015,0.641,2.5866,127.10623
2025-04-11T18:53:43Z,43.949,21.1918,4.936027,0.642,2.5858,127.10623
2025-04-11T18:53:44Z,44.184,21.1919,4.936030,0.640,2.5855,127.10623
2025-04-11T18:53:45Z,44.397,21.1919,4.936049,0.648,2.5852,127.10623
2025-04-11T18:53:46Z,44.628,21.1920,4.936064,0.643,2.5852,127.10623
2025-04-11T18:53:47Z,44.844,21.1920,4.936080,0.640,2.5849,127.10623
2025-04-11T18:53:48Z,45.096,21.1921,4.936101,0.646,2.5847,127.09605
2025-04-11T18:53:49Z,45.401,21.1921,4.936117,0.643,2.5849,127.06553
2025-04-11T18:53:50Z,45.554,21.1921,4.936129,0.642,2.5855,127.08588
2025-04-11T18:53:51Z,45.894,21.1920,4.936125,0.642,2.5859,127.06553
2025-04-11T18:53:52Z,46.095,21.1922,4.936155,0.642,2.5860,126.95361
2025-04-11T18:53:53Z,46.415,21.1922,4.936166,0.645,2.5861,127.03501
2025-04-11T18:53:54Z,46.639,21.1920,4.936164,0.646,2.5860,126.99430
2025-04-11T18:53:55Z,46.914,21.1921,4.936179,0.649,2.5861,126.95361
2025-04-11T18:53:56Z,47.131,21.1921,4.936187,0.645,2.5861,126.95361
2025-04-11T18:53:57Z,47.428,21.1921,4.936200,0.646,2.5859,126.92308
2025-04-11T18:53:58Z,47.774,21.1923,4.936232,0.644,2.5861,126.88238
2025-04-11T18:53:59Z,47.999,21.1924,4.936248,0.643,2.5859,126.89256
2025-04-11T18:54:00Z,48.268,21.1922,4.936257,0.644,2.5861,126.88238
2025-04-11T18:54:01Z,48.517,21.1921,4.936254,0.646,2.5864,126.88238
2025-04-11T18:54:02Z,48.787,21.1921,4.936267,0.648,2.5868,126.88238
2025-04-11T18:54:03Z,49.053,21.1918,4.936233,0.645,2.5867,126.86203
2025-04-11T18:54:04Z,49.322,21.1919,4.936258,0.649,2.5870,126.86203
2025-04-11T18:54:05Z,49.650,21.1922,4.936301,0.646,2.5866,126.86203
2025-04-11T18:54:06Z,49.846,21.1910,4.936168,0.646,2.5863,126.86203
2025-04-11T18:54:07Z,50.093,21.1916,4.936243,0.647,2.5866,126.86203
2025-04-11T18:54:08Z,50.347,21.1907,4.936162,0.653,2.5862,126.85186
2025-04-11T18:54:09Z,50.614,21.1898,4.936061,0.650,2.5860,126.86203
2025-04-11T18:54:10Z,50.886,21.1896,4.936074,0.650,2.5857,126.86203
2025-04-11T18:54:11Z,51.114,21.1897,4.936070,0.651,2.5851,126.86203
2025-04-11T18:54:12Z,51.358,21.1909,4.936212,0.651,2.5842,126.85186
2025-04-11T18:54:13Z,51.598,21.1922,4.936361,0.648,2.5838,126.84168
2025-04-11T18:54:14Z,51.907,21.1930,4.936488,0.648,2.5837,126.83151
2025-04-11T18:54:15Z,52.083,21.1928,4.936481,0.646,2.5832,126.86203
2025-04-11T18:54:16Z,52.401,21.1926,4.936459,0.646,2.5831,126.86203
2025-04-11T18:54:17Z,52.624,21.1930,4.936522,0.650,2.5822,126.86203
2025-04-11T18:54:18Z,52.870,21.1931,4.936538,0.647,2.5817,126.76028
2025-04-11T18:54:19Z,53.176,21.1932,4.936562,0.647,2.5819,126.75011
2025-04-11T18:54:20Z,53.363,21.1920,4.936455,0.651,2.5822,126.75011
2025-04-11T18:54:21Z,53.459,21.1912,4.936344,0.646,2.5827,126.75011
2025-04-11T18:54:22Z,53.460,21.1896,4.936150,0.646,2.5833,126.73993
2025-04-11T18:54:23Z,53.470,21.1928,4.936500,0.644,2.5838,126.76028
2025-04-11T18:54:24Z,53.397,21.1928,4.936526,0.659,2.5841,126.73993
2025-04-11T18:54:25Z,53.383,21.1933,4.936578,0.651,2.5842,126.75011
2025-04-11T18:54:26Z,53.264,21.1934,4.936577,0.662,2.5840,126.71958
2025-04-11T18:54:27Z,53.120,21.1933,4.936577,0.648,2.5839,126.76028
2025-04-11T18:54:28Z,53.034,21.1930,4.936538,0.646,2.5836,126.69923
2025-04-11T18:54:29Z,52.893,21.1918,4.936387,0.654,2.5829,126.78063
2025-04-11T18:54:30Z,52.843,21.1932,4.936552,0.648,2.5828,126.77046
2025-04-11T18:54:31Z,52.744,21.1905,4.936272,0.652,2.5825,126.71958
2025-04-11T18:54:32Z,52.686,21.1898,4.936150,0.649,2.5828,126.79081
2025-04-11T18:54:33Z,52.670,21.1874,4.935866,0.647,2.5829,126.73993
2025-04-11T18:54:34Z,52.664,21.1863,4.935749,0.644,2.5830,126.72976
2025-04-11T18:54:35Z,52.682,21.1869,4.935797,0.647,2.5826,126.71958
2025-04-11T18:54:36Z,52.728,21.1870,4.935818,0.646,2.5828,126.75011
2025-04-11T18:54:37Z,52.792,21.1851,4.935625,0.649,2.5833,126.69923
2025-04-11T18:54:38Z,52.778,21.1840,4.935507,0.651,2.5831,126.72976
2025-04-11T18:54:39Z,52.856,21.1848,4.935575,0.650,2.5824,126.67888
2025-04-11T18:54:40Z,52.871,21.1817,4.935257,0.661,2.5825,126.65853
2025-04-11T18:54:41Z,52.822,21.1861,4.935682,0.646,2.5825,126.66871
2025-04-11T18:54:42Z,52.845,21.1922,4.936368,0.647,2.5826,126.67888
2025-04-11T18:54:43Z,52.862,21.1933,4.936526,0.652,2.5831,126.66871
2025-04-11T18:54:44Z,52.898,21.1929,4.936499,0.646,2.5836,126.66871
2025-04-11T18:54:45Z,52.854,21.1929,4.936494,0.647,2.5835,126.62801
2025-04-11T18:54:46Z,52.816,21.1930,4.936515,0.649,2.5832,126.64836
2025-04-11T18:54:47Z,52.864,21.1927,4.936483,0.650,2.5824,126.67888
2025-04-11T18:54:48Z,52.826,21.1905,4.936231,0.647,2.5821,126.62801
2025-04-11T18:54:49Z,52.836,21.1921,4.936387,0.646,2.5822,126.61783
2025-04-11T18:54:50Z,52.851,21.1919,4.936380,0.650,2.5817,126.63818
2025-04-11T18:54:51Z,52.779,21.1930,4.936510,0.647,2.5824,126.61783
2025-04-11T18:54:52Z,52.849,21.1934,4.936548,0.646,2.5824,126.62801
2025-04-11T18:54:53Z,52.824,21.1930,4.936523,0.647,2.5826,126.61783
2025-04-11T18:54:54Z,52.831,21.1935,4.936570,0.647,2.5824,126.61783
2025-04-11T18:54:55Z,52.818,21.1937,4.936596,0.649,2.5826,126.61783
2025-04-11T18:54:56Z,52.867,21.1936,4.936565,0.651,2.5824,126.61783
2025-04-11T18:54:57Z,52.794,21.1943,4.936656,0.649,2.5823,126.61783
2025-04-11T18:54:58Z,52.831,21.1942,4.936660,0.654,2.5824,126.61783
2025-04-11T18:54:59Z,52.810,21.1942,4.936652,0.649,2.5828,126.61783
2025-04-11T18:55:00Z,52.799,21.1941,4.936629,0.645,2.5837,126.61783
2025-04-11T18:55:01Z,52.836,21.1940,4.936622,0.646,2.5843,126.61783
2025-04-11T18:55:02Z,52.861,21.1940,4.936620,0.665,2.5842,126.61783
2025-04-11T18:55:03Z,52.843,21.1940,4.936633,0.646,2.5838,126.61783
2025-04-11T18:55:04Z,52.778,21.1938,4.936602,0.650,2.5834,126.53643
2025-04-11T18:55:05Z,52.834,21.1939,4.936606,0.646,2.5831,126.58731
2025-04-11T18:55:06Z,52.790,21.1942,4.936651,0.648,2.5834,126.51608
2025-04-11T18:55:07Z,52.854,21.1941,4.936623,0.653,2.5834,126.42451
2025-04-11T18:55:08Z,52.789,21.1938,4.936599,0.647,2.5839,126.39398
2025-04-11T18:55:09Z,52.820,21.1935,4.936566,0.645,2.5846,126.42451
2025-04-11T18:55:10Z,52.861,21.1934,4.936559,0.652,2.5843,126.46521
2025-04-11T18:55:11Z,52.850,21.1934,4.936551,0.650,2.5837,126.39398
2025-04-11T18:55:12Z,52.766,21.1934,4.936558,0.647,2.5835,126.37363
2025-04-11T18:55:13Z,52.835,21.1934,4.936557,0.649,2.5832,126.38381
2025-04-11T18:55:14Z,52.781,21.1934,4.936555,0.647,2.5828,126.37363
2025-04-11T18:55:15Z,52.871,21.1936,4.936584,0.648,2.5829,126.37363
2025-04-11T18:55:16Z,52.781,21.1937,4.936586,0.648,2.5830,126.37363
2025-04-11T18:55:17Z,52.809,21.1939,4.936613,0.648,2.5829,126.38381
2025-04-11T18:55:18Z,52.775,21.1940,4.936625,0.650,2.5828,126.37363
2025-04-11T18:55:19Z,52.794,21.1939,4.936625,0.648,2.5829,126.38381
2025-04-11T18:55:20Z,52.819,21.1941,4.936627,0.648,2.5836,126.37363
2025-04-11T18:55:21Z,52.871,21.1940,4.936625,0.647,2.5839,126.37363
2025-04-11T18:55:22Z,52.884,21.1940,4.936628,0.650,2.5834,126.37363
2025-04-11T18:55:23Z,52.869,21.1941,4.936638,0.649,2.5834,126.37363
2025-04-11T18:55:24Z,52.847,21.1941,4.936640,0.650,2.5834,126.37363
2025-04-11T18:55:25Z,52.867,21.1942,4.936633,0.650,2.5836,126.37363
2025-04-11T18:55:26Z,52.863,21.1938,4.936619,0.652,2.5837,126.37363
2025-04-11T18:55:27Z,52.837,21.1938,4.936622,0.650,2.5840,126.37363
2025-04-11T18:55:28Z,52.866,21.1938,4.936607,0.650,2.5840,126.37363
2025-04-11T18:55:29Z,52.797,21.1939,4.936622,0.649,2.5835,126.36346
2025-04-11T18:55:30Z,52.836,21.1940,4.936624,0.647,2.5833,126.37363
2025-04-11T18:55:31Z,52.798,21.1939,4.936623,0.648,2.5834,126.35328
2025-04-11T18:55:32Z,52.825,21.1939,4.936623,0.648,2.5835,126.36346
2025-04-11T18:55:33Z,52.875,21.1938,4.936606,0.652,2.5837,126.34311
2025-04-11T18:55:34Z,52.782,21.1937,4.936608,0.653,2.5833,126.37363
2025-04-11T18:55:35Z,52.844,21.1937,4.936599,0.648,2.5825,126.35328
2025-04-11T18:55:36Z,52.812,21.1936,4.936592,0.649,2.5817,126.35328
2025-04-11T18:55:37Z,52.883,21.1934,4.936565,0.650,2.5812,126.32276
2025-04-11T18:55:38Z,52.804,21.1935,4.936569,0.650,2.5814,126.32276
2025-04-11T18:55:39Z,52.928,21.1935,4.936580,0.650,2.5811,126.35328
2025-04-11T18:55:40Z,52.838,21.1929,4.936509,0.650,2.5811,126.32276
2025-04-11T18:55:41Z,52.840,21.1931,4.936528,0.649,2.5814,126.34311
2025-04-11T18:55:42Z,52.832,21.1936,4.936582,0.650,2.5815,126.31258
2025-04-11T18:55:43Z,52.796,21.1935,4.936571,0.648,2.5811,126.32276
2025-04-11T18:55:44Z,52.812,21.1935,4.936575,0.648,2.5808,126.26171
2025-04-11T18:55:45Z,52.815,21.1936,4.936585,0.650,2.5805,126.29223
2025-04-11T18:55:46Z,52.797,21.1937,4.936610,0.647,2.5809,126.27188
2025-04-11T18:55:47Z,52.808,21.1936,4.936596,0.649,2.5812,126.24135
2025-04-11T18:55:48Z,52.793,21.1936,4.936587,0.651,2.5821,126.23118
2025-04-11T18:55:49Z,52.823,21.1936,4.936582,0.648,2.5824,126.21083
2025-04-11T18:55:50Z,52.831,21.1936,4.936585,0.648,2.5828,126.26171
2025-04-11T18:55:51Z,52.828,21.1934,4.936565,0.650,2.5832,126.26171
2025-04-11T18:55:52Z,52.847,21.1927,4.936483,0.649,2.5836,126.20065
2025-04-11T18:55:53Z,52.780,21.1932,4.936527,0.648,2.5837,126.20065
2025-04-11T18:55:54Z,52.808,21.1933,4.936544,0.650,2.5833,126.15995
2025-04-11T18:55:55Z,52.834,21.1934,4.936558,0.649,2.5831,126.15995
2025-04-11T18:55:56Z,52.839,21.1932,4.936527,0.647,2.5833,126.12943
2025-04-11T18:55:57Z,52.818,21.1933,4.936546,0.648,2.5837,126.17013
2025-04-11T18:55:58Z,52.822,21.1924,4.936456,0.647,2.5837,126.15995
2025-04-11T18:55:59Z,52.844,21.1922,4.936429,0.649,2.5835,126.14978
2025-04-11T18:56:00Z,52.786,21.1897,4.936181,0.654,2.5833,126.13960
2025-04-11T18:56:01Z,52.862,21.1876,4.935890,0.648,2.5831,126.12943
2025-04-11T18:56:02Z,52.789,21.1877,4.935914,0.652,2.5832,126.12943
2025-04-11T18:56:03Z,52.776,21.1887,4.935989,0.648,2.5830,126.13960
2025-04-11T18:56:04Z,52.816,21.1908,4.936262,0.651,2.5827,126.12943
2025-04-11T18:56:05Z,52.803,21.1918,4.936376,0.649,2.5823,126.12943
2025-04-11T18:56:06Z,52.862,21.1919,4.936385,0.648,2.5822,126.12943
2025-04-11T18:56:07Z,52.815,21.1923,4.936421,0.650,2.5820,126.14978
2025-04-11T18:56:08Z,52.832,21.1930,4.936504,0.647,2.5817,126.12943
2025-04-11T18:56:09Z,52.792,21.1932,4.936537,0.653,2.5817,126.12943
2025-04-11T18:56:10Z,52.854,21.1931,4.936518,0.648,2.5814,126.12943
2025-04-11T18:56:11Z,52.771,21.1930,4.936524,0.650,2.5811,126.12943
2025-04-11T18:56:12Z,52.805,21.1928,4.936501,0.648,2.5816,126.12943
2025-04-11T18:56:13Z,52.832,21.1929,4.936505,0.649,2.5820,126.12943
2025-04-11T18:56:14Z,52.794,21.1930,4.936512,0.650,2.5821,126.12943
2025-04-11T18:56:15Z,52.833,21.1934,4.936557,0.652,2.5824,126.11925
2025-04-11T18:56:16Z,52.813,21.1935,4.936575,0.655,2.5825,126.12943
2025-04-11T18:56:17Z,52.792,21.1935,4.936581,0.648,2.5825,126.10908
2025-04-11T18:56:18Z,52.801,21.1933,4.936555,0.649,2.5821,126.12943
2025-04-11T18:56:19Z,52.835,21.1934,4.936567,0.651,2.5819,126.11925
2025-04-11T18:56:20Z,52.817,21.1935,4.936566,0.656,2.5823,126.09890
2025-04-11T18:56:21Z,52.801,21.1936,4.936587,0.653,2.5828,126.09890
2025-04-11T18:56:22Z,52.801,21.1935,4.936561,0.651,2.5827,126.06838
2025-04-11T18:56:23Z,52.805,21.1937,4.936591,0.654,2.5832,126.08873
2025-04-11T18:56:24Z,52.853,21.1934,4.936547,0.649,2.5835,126.09890
2025-04-11T18:56:25Z,52.771,21.1933,4.936548,0.650,2.5836,126.03785
2025-04-11T18:56:26Z,52.788,21.1933,4.936538,0.649,2.5839,126.05820
2025-04-11T18:56:27Z,52.808,21.1932,4.936520,0.648,2.5839,126.01751
2025-04-11T18:56:28Z,52.829,21.1937,4.936587,0.651,2.5837,126.01750
2025-04-11T18:56:29Z,52.749,21.1936,4.936587,0.650,2.5832,126.01750
2025-04-11T18:56:30Z,52.780,21.1943,4.936635,0.651,2.5827,125.97680
2025-04-11T18:56:31Z,52.848,21.1949,4.936703,0.650,2.5825,126.02768
2025-04-11T18:56:32Z,52.779,21.1936,4.936587,0.649,2.5828,125.98698
2025-04-11T18:56:33Z,52.783,21.1935,4.936560,0.648,2.5828,125.94628
2025-04-11T18:56:34Z,52.820,21.1947,4.936685,0.649,2.5835,125.95645
2025-04-11T18:56:35Z,52.837,21.1945,4.936668,0.653,2.5837,125.94628
2025-04-11T18:56:36Z,52.828,21.1941,4.936632,0.650,2.5838,125.94628
2025-04-11T18:56:37Z,52.777,21.1945,4.936673,0.647,2.5838,125.90558
2025-04-11T18:56:38Z,52.793,21.1948,4.936693,0.648,2.5846,125.91575
2025-04-11T18:56:39Z,52.788,21.1949,4.936701,0.652,2.5847,125.92593
2025-04-11T18:56:40Z,52.750,21.1951,4.936723,0.649,2.5852,125.92593
2025-04-11T18:56:41Z,52.776,21.1950,4.936725,0.649,2.5851,125.93610
2025-04-11T18:56:42Z,52.819,21.1951,4.936732,0.649,2.5852,125.92593
2025-04-11T18:56:43Z,52.806,21.1953,4.936742,0.647,2.5850,125.89540
2025-04-11T18:56:44Z,52.750,21.1952,4.936744,0.653,2.5855,125.89540
2025-04-11T18:56:45Z,52.840,21.1953,4.936744,0.650,2.5857,125.89540
2025-04-11T18:56:46Z,52.829,21.1954,4.936753,0.648,2.5859,125.89540
2025-04-11T18:56:47Z,52.788,21.1958,4.936799,0.649,2.5860,125.88523
2025-04-11T18:56:48Z,52.762,21.1959,4.936791,0.648,2.5858,125.88523
2025-04-11T18:56:49Z,52.768,21.1961,4.936833,0.653,2.5856,125.88523
2025-04-11T18:56:50Z,52.762,21.1962,4.936840,0.650,2.5855,125.88523
2025-04-11T18:56:51Z,52.930,21.1953,4.936756,0.649,2.5850,125.88523
2025-04-11T18:56:52Z,53.036,21.1956,4.936804,0.653,2.5843,125.88523
2025-04-11T18:56:53Z,53.275,21.1962,4.936870,0.665,2.5838,125.88523
2025-04-11T18:56:54Z,53.432,21.1966,4.936920,0.649,2.5830,125.88523
2025-04-11T18:56:55Z,53.655,21.1967,4.936924,0.652,2.5826,125.88523
2025-04-11T18:56:56Z,53.969,21.1968,4.936962,0.652,2.5823,125.88523
2025-04-11T18:56:57Z,54.262,21.1963,4.936928,0.653,2.5818,125.88523
2025-04-11T18:56:58Z,54.605,21.1970,4.937006,0.653,2.5819,125.88523
2025-04-11T18:56:59Z,54.957,21.1960,4.936928,0.650,2.5818,125.88523
2025-04-11T18:57:00Z,55.244,21.1964,4.936974,0.653,2.5816,125.88523
2025-04-11T18:57:01Z,55.597,21.1967,4.937020,0.650,2.5816,125.88523
2025-04-11T18:57:02Z,55.931,21.1952,4.936908,0.654,2.5816,125.88523
2025-04-11T18:57:03Z,56.311,21.1953,4.936910,0.653,2.5816,125.88523
2025-04-11T18:57:04Z,56.640,21.1957,4.936976,0.661,2.5821,125.87505
2025-04-11T18:57:05Z,56.952,21.1965,4.937066,0.653,2.5821,125.85470
2025-04-11T18:57:06Z,57.374,21.1964,4.937073,0.654,2.5827,125.82418
2025-04-11T18:57:07Z,57.700,21.1964,4.937076,0.656,2.5824,125.79365
