utc_time,latitude,longitude,pressure_dbar,temperature_c,conductivity_sm,turbidity_ftu,oxygen_raw_v,orp
2025-04-11T19:03:24Z,27.113883,-165.444365,339.589000,11.527100,3.891145,0.662000,2.023000,128.952380
2025-04-11T19:03:25Z,27.113885,-165.444363,340.074000,11.521100,3.890601,0.663000,2.022600,129.017360
2025-04-11T19:03:26Z,27.113887,-165.444362,340.533000,11.513100,3.889845,0.664000,2.022100,129.039480
2025-04-11T19:03:27Z,27.113890,-165.444360,341.041000,11.507900,3.889278,0.665000,2.021400,129.029310
2025-04-11T19:03:28Z,27.113892,-165.444358,341.390000,11.504100,3.888923,0.667000,2.021400,129.059830
2025-04-11T19:03:29Z,27.113893,-165.444358,341.884000,11.495100,3.888037,0.665000,2.020800,129.059830
2025-04-11T19:03:30Z,27.113894,-165.444358,342.325000,11.485500,3.887098,0.663000,2.020400,129.070010
2025-04-11T19:03:31Z,27.113895,-165.444359,342.763000,11.475900,3.886170,0.663000,2.019700,129.059830
2025-04-11T19:03:32Z,27.113895,-165.444360,343.271000,11.470400,3.885606,0.662000,2.019400,129.059830
2025-04-11T19:03:33Z,27.113896,-165.444361,343.657000,11.464400,3.884979,0.660000,2.019000,129.059830
2025-04-11T19:03:34Z,27.113896,-165.444362,344.149000,11.454900,3.884111,0.663000,2.018500,129.059830
2025-04-11T19:03:35Z,27.113897,-165.444363,344.542000,11.441500,3.882780,0.663000,2.017800,129.069600
2025-04-11T19:03:36Z,27.113899,-165.444362,345.047000,11.422300,3.880915,0.665000,2.017200,129.070450
2025-04-11T19:03:37Z,27.113902,-165.444359,345.445000,11.404300,3.879137,0.663000,2.016400,129.110710
2025-04-11T19:03:38Z,27.113905,-165.444357,345.975000,11.390600,3.877705,0.661000,2.015500,129.110710
2025-04-11T19:03:39Z,27.113908,-165.444354,346.348000,11.379300,3.876548,0.664000,2.014200,129.110710
2025-04-11T19:03:40Z,27.113911,-165.444352,346.804000,11.369100,3.875556,0.664000,2.013500,129.141230
2025-04-11T19:03:41Z,27.113915,-165.444349,347.285000,11.359100,3.874588,0.664000,2.012500,129.118440
2025-04-11T19:03:42Z,27.113918,-165.444347,347.709000,11.342400,3.872879,0.660000,2.011700,129.155390
2025-04-11T19:03:43Z,27.113921,-165.444343,348.152000,11.295800,3.868575,0.662000,2.010900,129.177050
2025-04-11T19:03:44Z,27.113923,-165.444337,348.656000,11.250600,3.863972,0.663000,2.009300,129.208470
2025-04-11T19:03:45Z,27.113926,-165.444332,349.034000,11.225000,3.861181,0.671000,2.008200,129.263330
2025-04-11T19:03:46Z,27.113928,-165.444326,349.485000,11.202400,3.858988,0.678000,2.007100,129.263330
2025-04-11T19:03:47Z,27.113931,-165.444320,349.947000,11.195200,3.858181,0.671000,2.005700,129.232810
2025-04-11T19:03:48Z,27.113933,-165.444315,350.423000,11.189100,3.857596,0.665000,2.004900,129.232810
2025-04-11T19:03:49Z,27.113936,-165.444309,350.869000,11.180300,3.856738,0.667000,2.003900,129.264960
2025-04-11T19:03:50Z,27.113935,-165.444309,351.288000,11.164500,3.855277,0.662000,2.002600,129.304030
2025-04-11T19:03:51Z,27.113931,-165.444311,351.745000,11.125900,3.851422,0.663000,2.002000,129.294260
2025-04-11T19:03:52Z,27.113927,-165.444314,352.196000,11.111000,3.849894,0.665000,2.000100,129.304030
2025-04-11T19:03:53Z,27.113923,-165.444316,352.577000,11.091600,3.847988,0.662000,1.998500,129.293860
2025-04-11T19:03:54Z,27.113919,-165.444319,353.081000,11.078400,3.846619,0.661000,1.997400,129.304030
2025-04-11T19:03:55Z,27.113915,-165.444321,353.519000,11.069000,3.845723,0.663000,1.996700,129.304030
2025-04-11T19:03:56Z,27.113911,-165.444324,353.880000,11.062400,3.845005,0.668000,1.995800,129.293410
2025-04-11T19:03:57Z,27.113909,-165.444326,354.420000,11.049000,3.843712,0.663000,1.994800,129.304030
2025-04-11T19:03:58Z,27.113912,-165.444326,354.868000,11.041800,3.842956,0.660000,1.994000,129.304030
2025-04-11T19:03:59Z,27.113915,-165.444326,355.285000,11.034800,3.842313,0.660000,1.993100,129.283680
2025-04-11T19:04:00Z,27.113919,-165.444326,355.657000,11.032100,3.842040,0.663000,1.992400,129.304030
2025-04-11T19:04:01Z,27.113922,-165.444327,356.152000,11.029500,3.841746,0.669000,1.991600,129.304030
2025-04-11T19:04:02Z,27.113925,-165.444327,356.615000,11.027200,3.841551,0.660000,1.991100,129.304030
2025-04-11T19:04:03Z,27.113929,-165.444327,357.073000,11.022500,3.841127,0.660000,1.990800,129.304030
2025-04-11T19:04:04Z,27.113931,-165.444326,357.518000,11.004900,3.839424,0.664000,1.990400,129.293860
2025-04-11T19:04:05Z,27.113932,-165.444325,357.966000,10.986700,3.837597,0.661000,1.989800,129.304030
2025-04-11T19:04:06Z,27.113934,-165.444324,358.381000,10.952100,3.834389,0.662000,1.989000,129.304030
2025-04-11T19:04:07Z,27.113935,-165.444324,358.822000,10.934100,3.832459,0.663000,1.988200,129.304030
2025-04-11T19:04:08Z,27.113937,-165.444323,359.281000,10.915900,3.830634,0.662000,1.987000,129.314210
2025-04-11T19:04:09Z,27.113939,-165.444322,359.743000,10.901900,3.829251,0.661000,1.986300,129.304030
2025-04-11T19:04:10Z,27.113940,-165.444321,360.176000,10.894800,3.828492,0.663000,1.985300,129.304030
2025-04-11T19:04:11Z,27.113942,-165.444320,360.637000,10.888800,3.827867,0.664000,1.984400,129.334560
2025-04-11T19:04:12Z,27.113943,-165.444318,361.061000,10.885100,3.827486,0.663000,1.983600,129.314210
2025-04-11T19:04:13Z,27.113945,-165.444317,361.523000,10.883100,3.827329,0.663000,1.982900,129.314210
2025-04-11T19:04:14Z,27.113947,-165.444316,361.974000,10.878500,3.826894,0.666000,1.982000,129.314210
2025-04-11T19:04:15Z,27.113948,-165.444314,362.465000,10.871900,3.826210,0.662000,1.981900,129.324380
2025-04-11T19:04:16Z,27.113950,-165.444313,362.841000,10.865200,3.825608,0.662000,1.981000,129.334560
2025-04-11T19:04:17Z,27.113952,-165.444312,363.296000,10.862200,3.825232,0.661000,1.980500,129.324380
2025-04-11T19:04:18Z,27.113953,-165.444311,363.721000,10.853100,3.824451,0.661000,1.979600,129.365080
2025-04-11T19:04:19Z,27.113952,-165.444310,364.214000,10.832000,3.822454,0.663000,1.979200,129.324380
2025-04-11T19:04:20Z,27.113951,-165.444309,364.584000,10.817400,3.820820,0.663000,1.979000,129.324380
2025-04-11T19:04:21Z,27.113951,-165.444308,365.058000,10.812800,3.820444,0.667000,1.977900,129.385430
2025-04-11T19:04:22Z,27.113950,-165.444307,365.478000,10.788600,3.818142,0.662000,1.977300,129.415950
2025-04-11T19:04:23Z,27.113949,-165.444306,365.990000,10.748500,3.814288,0.663000,1.976200,129.487180
2025-04-11T19:04:24Z,27.113948,-165.444306,366.396000,10.719600,3.811246,0.662000,1.975200,129.456650
2025-04-11T19:04:25Z,27.113949,-165.444304,366.852000,10.703900,3.809767,0.664000,1.973900,129.507530
2025-04-11T19:04:26Z,27.113950,-165.444301,367.292000,10.692700,3.808542,0.663000,1.972400,129.477000
2025-04-11T19:04:27Z,27.113952,-165.444298,367.750000,10.677000,3.807059,0.661000,1.971600,129.466830
2025-04-11T19:04:28Z,27.113954,-165.444295,368.162000,10.662100,3.805489,0.665000,1.970300,129.507530
2025-04-11T19:04:29Z,27.113956,-165.444292,368.693000,10.650900,3.804454,0.662000,1.968500,129.527880
2025-04-11T19:04:30Z,27.113958,-165.444290,369.084000,10.640400,3.803368,0.666000,1.967400,129.507530
2025-04-11T19:04:31Z,27.113960,-165.444287,369.532000,10.637600,3.803089,0.661000,1.965900,129.487180
2025-04-11T19:04:32Z,27.113961,-165.444285,370.008000,10.635000,3.802783,0.665000,1.964800,129.497350
2025-04-11T19:04:33Z,27.113962,-165.444284,370.464000,10.629800,3.802299,0.663000,1.963300,129.517700
2025-04-11T19:04:34Z,27.113963,-165.444283,370.861000,10.611700,3.800672,0.665000,1.961900,129.527880
2025-04-11T19:04:35Z,27.113964,-165.444282,371.346000,10.585600,3.798027,0.667000,1.960300,129.538050
2025-04-11T19:04:36Z,27.113965,-165.444281,371.779000,10.568700,3.796430,0.666000,1.958900,129.548230
2025-04-11T19:04:37Z,27.113966,-165.444280,372.203000,10.559400,3.795448,0.659000,1.957200,129.538050
2025-04-11T19:04:38Z,27.113966,-165.444279,372.616000,10.546700,3.794160,0.663000,1.956100,129.548230
2025-04-11T19:04:39Z,27.113968,-165.444279,373.174000,10.537900,3.793312,0.666000,1.955100,129.517700
2025-04-11T19:04:40Z,27.113972,-165.444282,373.560000,10.523900,3.791955,0.664000,1.953600,129.548230
2025-04-11T19:04:41Z,27.113976,-165.444285,373.970000,10.516000,3.791134,0.662000,1.952700,129.538050
2025-04-11T19:04:42Z,27.113980,-165.444287,374.393000,10.502200,3.789822,0.664000,1.951100,129.548230
2025-04-11T19:04:43Z,27.113984,-165.444290,374.898000,10.491500,3.788761,0.665000,1.950100,129.548230
2025-04-11T19:04:44Z,27.113988,-165.444293,375.381000,10.481200,3.787726,0.661000,1.948800,129.548230
2025-04-11T19:04:45Z,27.113992,-165.444296,375.880000,10.474800,3.787118,0.660000,1.947500,129.548230
2025-04-11T19:04:46Z,27.113995,-165.444297,376.266000,10.466700,3.786297,0.665000,1.946300,129.548230
2025-04-11T19:04:47Z,27.113993,-165.444295,376.847000,10.459300,3.785607,0.664000,1.945300,129.548230
2025-04-11T19:04:48Z,27.113991,-165.444293,377.244000,10.451300,3.784801,0.665000,1.944000,129.548230
2025-04-11T19:04:49Z,27.113989,-165.444290,377.742000,10.440200,3.783702,0.666000,1.942600,129.548230
2025-04-11T19:04:50Z,27.113987,-165.444288,378.285000,10.432600,3.782999,0.662000,1.941300,129.548230
2025-04-11T19:04:51Z,27.113985,-165.444285,378.720000,10.419400,3.781713,0.666000,1.940200,129.548230
2025-04-11T19:04:52Z,27.113983,-165.444283,379.263000,10.407000,3.780541,0.664000,1.938800,129.548230
2025-04-11T19:04:53Z,27.113982,-165.444281,379.751000,10.393300,3.779223,0.662000,1.937400,129.548230
2025-04-11T19:04:54Z,27.113984,-165.444280,380.223000,10.386100,3.778461,0.663000,1.936300,129.548230
2025-04-11T19:04:55Z,27.113985,-165.444280,380.744000,10.377900,3.777627,0.663000,1.935200,129.548230
2025-04-11T19:04:56Z,27.113987,-165.444279,381.210000,10.370200,3.776957,0.667000,1.933900,129.548230
2025-04-11T19:04:57Z,27.113988,-165.444279,381.738000,10.361500,3.776066,0.663000,1.932700,129.548230
2025-04-11T19:04:58Z,27.113989,-165.444278,382.259000,10.351400,3.775100,0.665000,1.931700,129.548230
2025-04-11T19:04:59Z,27.113991,-165.444278,382.750000,10.345800,3.774544,0.664000,1.930400,129.548230
2025-04-11T19:05:00Z,27.113992,-165.444277,383.238000,10.341000,3.774091,0.663000,1.929200,129.558000
2025-04-11T19:05:01Z,27.113995,-165.444273,383.739000,10.331700,3.773203,0.661000,1.928000,129.558400
2025-04-11T19:05:02Z,27.113998,-165.444268,384.302000,10.324500,3.772506,0.664000,1.926700,129.548230
2025-04-11T19:05:03Z,27.114001,-165.444264,384.723000,10.308800,3.771045,0.663000,1.926000,129.558400
2025-04-11T19:05:04Z,27.114005,-165.444259,385.263000,10.285400,3.768775,0.661000,1.924600,129.558400
2025-04-11T19:05:05Z,27.114008,-165.444255,385.736000,10.271600,3.767408,0.663000,1.923100,129.568580
2025-04-11T19:05:06Z,27.114011,-165.444250,386.290000,10.261600,3.766472,0.663000,1.921800,129.567770
2025-04-11T19:05:07Z,27.114012,-165.444246,386.783000,10.254900,3.765739,0.668000,1.920500,129.578750
2025-04-11T19:05:08Z,27.114007,-165.444244,387.271000,10.248600,3.765183,0.663000,1.918900,129.601320
2025-04-11T19:05:09Z,27.114003,-165.444242,387.800000,10.239800,3.764359,0.662000,1.917600,129.599100
2025-04-11T19:05:10Z,27.113999,-165.444240,388.245000,10.232600,3.763620,0.663000,1.915800,129.558400
2025-04-11T19:05:11Z,27.113995,-165.444237,388.786000,10.223400,3.762791,0.667000,1.914200,129.588930
2025-04-11T19:05:12Z,27.113991,-165.444235,389.298000,10.209900,3.761460,0.663000,1.912600,129.548230
2025-04-11T19:05:13Z,27.113986,-165.444233,389.824000,10.201400,3.760634,0.661000,1.910700,129.578750
2025-04-11T19:05:14Z,27.113983,-165.444230,390.277000,10.195300,3.760012,0.664000,1.909000,129.578750
2025-04-11T19:05:15Z,27.113983,-165.444228,390.815000,10.189800,3.759505,0.662000,1.907600,129.599100
2025-04-11T19:05:16Z,27.113984,-165.444225,391.305000,10.181800,3.758740,0.662000,1.905700,129.616610
2025-04-11T19:05:17Z,27.113984,-165.444222,391.838000,10.179500,3.758480,0.663000,1.904000,129.611930
2025-04-11T19:05:18Z,27.113984,-165.444219,392.313000,10.177200,3.758267,0.664000,1.902400,129.609280
2025-04-11T19:05:19Z,27.113984,-165.444216,392.789000,10.174400,3.758023,0.664000,1.900700,129.599100
2025-04-11T19:05:20Z,27.113985,-165.444214,393.314000,10.170700,3.757726,0.660000,1.899100,129.597070
2025-04-11T19:05:21Z,27.113985,-165.444211,393.833000,10.156700,3.756348,0.663000,1.897500,129.601320
2025-04-11T19:05:22Z,27.113987,-165.444210,394.350000,10.143300,3.755111,0.661000,1.896400,129.690680
2025-04-11T19:05:23Z,27.113988,-165.444208,394.817000,10.126700,3.753496,0.668000,1.894600,129.690680
2025-04-11T19:05:24Z,27.113990,-165.444207,395.359000,10.107900,3.751706,0.667000,1.893300,129.680500
2025-04-11T19:05:25Z,27.113991,-165.444206,395.873000,10.094300,3.750382,0.664000,1.892100,129.700850
2025-04-11T19:05:26Z,27.113993,-165.444204,396.351000,10.088600,3.749805,0.662000,1.890700,129.711030
2025-04-11T19:05:27Z,27.113995,-165.444203,396.866000,10.079300,3.748911,0.667000,1.888700,129.741550
2025-04-11T19:05:28Z,27.113997,-165.444202,397.402000,10.071900,3.748181,0.667000,1.887200,129.761900
2025-04-11T19:05:29Z,27.114000,-165.444201,397.849000,10.068700,3.747877,0.662000,1.886200,129.733820
2025-04-11T19:05:30Z,27.114004,-165.444200,398.417000,10.067800,3.747778,0.659000,1.884300,129.772080
2025-04-11T19:05:31Z,27.114008,-165.444199,398.931000,10.065500,3.747568,0.663000,1.882800,129.772080
2025-04-11T19:05:32Z,27.114012,-165.444198,399.438000,10.063500,3.747397,0.664000,1.881500,129.760580
2025-04-11T19:05:33Z,27.114016,-165.444197,399.877000,10.062600,3.747327,0.669000,1.880100,129.772890
2025-04-11T19:05:34Z,27.114019,-165.444197,400.444000,10.059300,3.747010,0.663000,1.878700,129.760580
2025-04-11T19:05:35Z,27.114022,-165.444197,400.957000,10.056800,3.746781,0.662000,1.877500,129.772890
2025-04-11T19:05:36Z,27.114021,-165.444198,401.453000,10.054600,3.746573,0.661000,1.876400,129.739340
2025-04-11T19:05:37Z,27.114020,-165.444200,401.936000,10.054100,3.746540,0.662000,1.875700,129.733820
2025-04-11T19:05:38Z,27.114019,-165.444202,402.446000,10.052300,3.746393,0.663000,1.875100,129.760580
2025-04-11T19:05:39Z,27.114018,-165.444204,402.976000,10.049600,3.746142,0.662000,1.874000,129.772890
2025-04-11T19:05:40Z,27.114017,-165.444206,403.440000,10.046700,3.745876,0.661000,1.873200,129.771200
2025-04-11T19:05:41Z,27.114016,-165.444208,403.985000,10.041200,3.745370,0.665000,1.872400,129.763130
2025-04-11T19:05:42Z,27.114015,-165.444209,404.473000,10.034100,3.744696,0.662000,1.871500,129.739340
2025-04-11T19:05:43Z,27.114017,-165.444208,404.996000,10.024000,3.743756,0.673000,1.870800,129.792430
2025-04-11T19:05:44Z,27.114018,-165.444207,405.523000,10.013600,3.742745,0.664000,1.870000,129.792430
2025-04-11T19:05:45Z,27.114019,-165.444206,406.066000,10.010200,3.742415,0.661000,1.868900,129.772080
2025-04-11T19:05:46Z,27.114021,-165.444205,406.503000,10.007900,3.742211,0.665000,1.868600,129.761900
2025-04-11T19:05:47Z,27.114022,-165.444205,407.000000,10.004700,3.741933,0.663000,1.867700,129.792430
2025-04-11T19:05:48Z,27.114024,-165.444204,407.566000,9.992800,3.740831,0.666000,1.866700,129.792430
2025-04-11T19:05:49Z,27.114025,-165.444203,408.043000,9.969500,3.738590,0.664000,1.865900,129.782250
2025-04-11T19:05:50Z,27.114023,-165.444198,408.562000,9.958700,3.737553,0.666000,1.864400,129.792430
2025-04-11T19:05:51Z,27.114022,-165.444194,409.077000,9.943600,3.736092,0.661000,1.863500,129.792430
2025-04-11T19:05:52Z,27.114020,-165.444190,409.611000,9.925000,3.734256,0.662000,1.862600,129.792430
2025-04-11T19:05:53Z,27.114018,-165.444185,410.105000,9.915600,3.733391,0.662000,1.861600,129.792430
2025-04-11T19:05:54Z,27.114016,-165.444181,410.626000,9.905600,3.732419,0.661000,1.860500,129.792430
2025-04-11T19:05:55Z,27.114015,-165.444176,411.112000,9.897200,3.731595,0.666000,1.859400,129.792430
2025-04-11T19:05:56Z,27.114013,-165.444172,411.598000,9.885100,3.730437,0.665000,1.858300,129.792430
2025-04-11T19:05:57Z,27.114018,-165.444167,412.105000,9.875000,3.729453,0.665000,1.857100,129.792430
2025-04-11T19:05:58Z,27.114023,-165.444162,412.636000,9.866100,3.728618,0.663000,1.856000,129.802600
2025-04-11T19:05:59Z,27.114027,-165.444158,413.099000,9.854100,3.727481,0.664000,1.854600,129.813660
2025-04-11T19:06:00Z,27.114032,-165.444153,413.639000,9.845900,3.726633,0.661000,1.853500,129.792430
2025-04-11T19:06:01Z,27.114037,-165.444148,414.122000,9.838000,3.725900,0.663000,1.852200,129.813660
2025-04-11T19:06:02Z,27.114041,-165.444144,414.599000,9.827300,3.724904,0.663000,1.850800,129.802200
2025-04-11T19:06:03Z,27.114044,-165.444141,415.145000,9.823800,3.724513,0.662000,1.849400,129.833130
2025-04-11T19:06:04Z,27.114041,-165.444144,415.666000,9.821000,3.724252,0.661000,1.848300,129.802600
2025-04-11T19:06:05Z,27.114038,-165.444148,416.132000,9.819400,3.724110,0.663000,1.846800,129.802600
2025-04-11T19:06:06Z,27.114035,-165.444151,416.638000,9.816100,3.723803,0.663000,1.845800,129.833130
2025-04-11T19:06:07Z,27.114032,-165.444155,417.101000,9.811300,3.723366,0.661000,1.844700,129.834900
2025-04-11T19:06:08Z,27.114029,-165.444158,417.619000,9.803100,3.722564,0.662000,1.843700,129.833130
2025-04-11T19:06:09Z,27.114026,-165.444162,418.171000,9.797600,3.722053,0.666000,1.842700,129.833130
2025-04-11T19:06:10Z,27.114023,-165.444165,418.603000,9.794300,3.721753,0.661000,1.841600,129.899880
2025-04-11T19:06:11Z,27.114022,-165.444162,419.155000,9.790800,3.721403,0.662000,1.840600,129.877370
2025-04-11T19:06:12Z,27.114020,-165.444160,419.631000,9.790100,3.721356,0.661000,1.840100,129.909650
2025-04-11T19:06:13Z,27.114019,-165.444157,420.147000,9.785700,3.720957,0.663000,1.839300,129.934880
2025-04-11T19:06:14Z,27.114018,-165.444154,420.691000,9.780500,3.720480,0.660000,1.838600,129.887990
2025-04-11T19:06:15Z,27.114017,-165.444151,421.152000,9.776300,3.720096,0.664000,1.837800,129.904360
2025-04-11T19:06:16Z,27.114015,-165.444149,421.651000,9.765100,3.719098,0.665000,1.837300,129.863650
2025-04-11T19:06:17Z,27.114014,-165.444146,422.140000,9.745000,3.717234,0.663000,1.836700,129.914530
2025-04-11T19:06:18Z,27.114008,-165.444152,422.714000,9.720200,3.714903,0.668000,1.835400,129.965410
2025-04-11T19:06:19Z,27.114002,-165.444158,423.180000,9.685300,3.711602,0.663000,1.834500,130.007330
2025-04-11T19:06:20Z,27.113996,-165.444164,423.756000,9.647400,3.707975,0.663000,1.832900,130.026460
2025-04-11T19:06:21Z,27.113990,-165.444170,424.215000,9.601900,3.703628,0.664000,1.831500,130.016280
2025-04-11T19:06:22Z,27.113984,-165.444176,424.771000,9.561900,3.699673,0.663000,1.829900,130.036630
2025-04-11T19:06:23Z,27.113978,-165.444182,425.251000,9.545700,3.698081,0.663000,1.827800,130.036630
2025-04-11T19:06:24Z,27.113972,-165.444188,425.778000,9.533800,3.696951,0.661000,1.826000,130.036630
2025-04-11T19:06:25Z,27.113974,-165.444182,426.238000,9.512400,3.694954,0.660000,1.823800,130.036630
2025-04-11T19:06:26Z,27.113976,-165.444176,426.786000,9.486200,3.692492,0.661000,1.820900,130.036630
2025-04-11T19:06:27Z,27.113978,-165.444170,427.272000,9.462300,3.690168,0.667000,1.817800,130.036630
2025-04-11T19:06:28Z,27.113981,-165.444164,427.826000,9.408000,3.685120,0.665000,1.814400,130.046810
2025-04-11T19:06:29Z,27.113983,-165.444158,428.308000,9.379600,3.682256,0.664000,1.810700,130.075700
2025-04-11T19:06:30Z,27.113985,-165.444152,428.792000,9.359600,3.680313,0.664000,1.807300,130.057860
2025-04-11T19:06:31Z,27.113987,-165.444146,429.360000,9.318500,3.676621,0.665000,1.804000,130.067160
2025-04-11T19:06:32Z,27.113981,-165.444141,429.810000,9.284100,3.672981,0.662000,1.800600,130.087510
2025-04-11T19:06:33Z,27.113975,-165.444136,430.327000,9.273800,3.672130,0.672000,1.796900,130.085470
2025-04-11T19:06:34Z,27.113969,-165.444131,430.919000,9.259500,3.670631,0.663000,1.793600,130.195890
2025-04-11T19:06:35Z,27.113962,-165.444125,431.359000,9.249700,3.669751,0.669000,1.790100,130.163610
2025-04-11T19:06:36Z,27.113956,-165.444120,431.913000,9.243900,3.669144,0.664000,1.786400,130.168910
2025-04-11T19:06:37Z,27.113950,-165.444115,432.390000,9.240600,3.668799,0.667000,1.782800,130.148560
2025-04-11T19:06:38Z,27.113945,-165.444110,432.951000,9.237100,3.668475,0.665000,1.779100,130.195890
2025-04-11T19:06:39Z,27.113956,-165.444114,433.388000,9.235500,3.668319,0.668000,1.775500,130.219780
2025-04-11T19:06:40Z,27.113967,-165.444118,433.916000,9.234600,3.668222,0.663000,1.772100,130.179080
2025-04-11T19:06:41Z,27.113978,-165.444122,434.432000,9.233900,3.668162,0.666000,1.768200,130.192920
2025-04-11T19:06:42Z,27.113989,-165.444126,434.947000,9.231900,3.668022,0.663000,1.765100,130.219780
2025-04-11T19:06:43Z,27.114001,-165.444131,435.447000,9.226300,3.667482,0.663000,1.762200,130.219780
2025-04-11T19:06:44Z,27.114012,-165.444135,435.965000,9.219300,3.666865,0.663000,1.759600,130.199430
2025-04-11T19:06:45Z,27.114020,-165.444138,436.451000,9.213600,3.666280,0.666000,1.756800,130.148560
2025-04-11T19:06:46Z,27.114017,-165.444139,436.976000,9.210200,3.665967,0.667000,1.754700,130.174660
2025-04-11T19:06:47Z,27.114014,-165.444140,437.424000,9.207600,3.665720,0.663000,1.752600,130.168910
2025-04-11T19:06:48Z,27.114011,-165.444141,437.957000,9.204700,3.665460,0.663000,1.750800,130.219780
2025-04-11T19:06:49Z,27.114008,-165.444142,438.429000,9.171000,3.662471,0.664000,1.749300,130.183150
2025-04-11T19:06:50Z,27.114004,-165.444142,438.972000,9.139400,3.659468,0.663000,1.747100,130.270660
2025-04-11T19:06:51Z,27.114001,-165.444143,439.470000,9.112200,3.656781,0.662000,1.745000,130.270660
2025-04-11T19:06:52Z,27.113998,-165.444144,439.977000,9.097300,3.655413,0.664000,1.742800,130.270660
2025-04-11T19:06:53Z,27.113985,-165.444132,440.476000,9.074100,3.653290,0.665000,1.741100,130.280830
2025-04-11T19:06:54Z,27.113972,-165.444120,440.907000,9.049700,3.650987,0.663000,1.739200,130.280830
2025-04-11T19:06:55Z,27.113960,-165.444108,441.486000,9.032000,3.649221,0.666000,1.736900,130.280830
2025-04-11T19:06:56Z,27.113947,-165.444097,441.957000,8.993300,3.645698,0.663000,1.734800,130.280830
2025-04-11T19:06:57Z,27.113934,-165.444085,442.425000,8.967100,3.643202,0.663000,1.732000,130.280830
2025-04-11T19:06:58Z,27.113922,-165.444073,442.955000,8.943800,3.640960,0.667000,1.729100,130.291010
2025-04-11T19:06:59Z,27.113912,-165.444063,443.401000,8.934900,3.640047,0.665000,1.726400,130.291010
2025-04-11T19:07:00Z,27.113915,-165.444063,443.923000,8.927000,3.639286,0.663000,1.723700,130.291010
2025-04-11T19:07:01Z,27.113919,-165.444064,444.460000,8.923300,3.638897,0.664000,1.720700,130.280830
2025-04-11T19:07:02Z,27.113923,-165.444064,444.916000,8.918400,3.638442,0.664000,1.718300,130.280830
2025-04-11T19:07:03Z,27.113927,-165.444064,445.453000,8.912700,3.637902,0.663000,1.715200,130.301180
2025-04-11T19:07:04Z,27.113931,-165.444064,445.971000,8.907000,3.637396,0.668000,1.712100,130.321530
2025-04-11T19:07:05Z,27.113935,-165.444065,446.439000,8.886500,3.635633,0.664000,1.709200,130.352060
2025-04-11T19:07:06Z,27.113939,-165.444065,446.954000,8.858600,3.632884,0.665000,1.706200,130.382580
2025-04-11T19:07:07Z,27.113939,-165.444058,447.468000,8.850900,3.632141,0.662000,1.703400,130.392760
2025-04-11T19:07:08Z,27.113939,-165.444052,448.018000,8.835000,3.630644,0.664000,1.700600,130.423280
2025-04-11T19:07:09Z,27.113939,-165.444045,448.449000,8.831000,3.630254,0.664000,1.697800,130.463980
2025-04-11T19:07:10Z,27.113940,-165.444039,449.016000,8.823400,3.629543,0.666000,1.695600,130.372410
2025-04-11T19:07:11Z,27.113940,-165.444032,449.511000,8.814600,3.628775,0.663000,1.693300,130.402930
2025-04-11T19:07:12Z,27.113940,-165.444025,450.056000,8.808500,3.628146,0.663000,1.690800,130.433450
2025-04-11T19:07:13Z,27.113940,-165.444019,450.494000,8.798800,3.627255,0.664000,1.688400,130.402930
2025-04-11T19:07:14Z,27.113948,-165.444029,451.083000,8.791300,3.626571,0.664000,1.685900,130.382580
2025-04-11T19:07:15Z,27.113958,-165.444041,451.568000,8.781900,3.625697,0.664000,1.683900,130.443630
2025-04-11T19:07:16Z,27.113968,-165.444053,452.040000,8.776400,3.625180,0.665000,1.681300,130.453800
2025-04-11T19:07:17Z,27.113978,-165.444066,452.526000,8.769100,3.624494,0.666000,1.679200,130.397620
2025-04-11T19:07:18Z,27.113987,-165.444078,453.102000,8.761500,3.623800,0.666000,1.677200,130.372400
2025-04-11T19:07:19Z,27.113997,-165.444090,453.574000,8.751800,3.622866,0.669000,1.675300,130.413110
2025-04-11T19:07:20Z,27.114007,-165.444102,454.076000,8.743300,3.622132,0.663000,1.673300,130.453800
2025-04-11T19:07:21Z,27.114007,-165.444103,454.589000,8.725900,3.620518,0.664000,1.671000,130.453800
2025-04-11T19:07:22Z,27.114008,-165.444102,455.101000,8.706400,3.618750,0.662000,1.669200,130.466420
2025-04-11T19:07:23Z,27.114008,-165.444102,455.648000,8.681400,3.616418,0.664000,1.666900,130.484330
2025-04-11T19:07:24Z,27.114008,-165.444102,456.119000,8.652400,3.613675,0.666000,1.664800,130.494500
2025-04-11T19:07:25Z,27.114008,-165.444102,456.669000,8.633100,3.611856,0.662000,1.662600,130.504680
2025-04-11T19:07:26Z,27.114009,-165.444101,457.122000,8.611200,3.609893,0.663000,1.661000,130.514850
2025-04-11T19:07:27Z,27.114009,-165.444101,457.689000,8.591300,3.608011,0.668000,1.658600,130.525030
2025-04-11T19:07:28Z,27.114008,-165.444099,458.177000,8.572000,3.606169,0.663000,1.656300,130.525030
2025-04-11T19:07:29Z,27.114008,-165.444097,458.669000,8.550500,3.604174,0.663000,1.654100,130.525030
2025-04-11T19:07:30Z,27.114007,-165.444095,459.176000,8.539700,3.603110,0.664000,1.651000,130.525030
2025-04-11T19:07:31Z,27.114007,-165.444092,459.715000,8.534800,3.602583,0.665000,1.649000,130.515260
